person_id,bank_account_number,bank,person_age,person_education,person_gender,person_marital_status,person_occupation
p021522,A021890,1872056,35,high school,male,2,white-collar worker
p021523,A021891,2367901,71,graduate degree or higher,female,married,9
p021524,A021892,1047286,26,associate degree,female,married,business owner
p021525,A021893,3714628,44,bachelor's degree,male,married,retired
p021526,A021894,4693725,19,below high school,female,single,student
p021527,A021895,3581974,62,high school,female,2,8
p021528,A021896,1265934,31,associate degree,male,single,freelancer
p021529,A021897,4528071,53,bachelor's degree,male,married,unemployed
p021530,A021898,5472906,67,associate degree,female,married,9
p021531,A021899,2486137,23,associate degree,male,single,white-collar worker
p021532,A021900,2367901,45,bachelor's degree,male,married,other
p021533,A021901,4027316,32,bachelor's degree,female,2,unemployed
p021534,A021902,5286314,19,below high school,female,single,blue-collar worker
p021535,A021903,5472906,58,bachelor's degree,male,married,business owner
p021536,A021904,1872056,28,associate degree,male,single,freelancer
p021537,A021905,5039472,71,high school,female,2,9
p021538,A021906,1739462,36,graduate degree or higher,female,married,8
p021539,A021907,3468205,41,graduate degree or higher,male,married,retired
p021540,A021908,4175902,23,associate degree,male,single,unemployed
p021541,A021909,1398427,58,below high school,female,married,white-collar worker
p021542,A021910,5039472,35,bachelor's degree,male,2,freelancer
p021543,A021911,3186407,72,associate degree,female,married,8
p021544,A021912,3468205,19,below high school,female,single,9
p021545,A021913,5472906,44,high school,male,married,student
p021546,A021914,2367901,31,graduate degree or higher,female,single,retired
p021547,A021915,1047286,67,associate degree,male,2,blue-collar worker
p021548,A021916,2947806,26,associate degree,female,married,business owner
p021549,A021917,2947806,52,bachelor's degree,male,married,other
p021550,A021918,1265934,22,associate degree,female,single,other
p021551,A021919,2947806,45,bachelor's degree,male,married,blue-collar worker
p021552,A021920,3071954,68,high school,female,2,9
p021553,A021921,3862507,31,graduate degree or higher,male,single,retired
p021554,A021922,4528071,55,below high school,female,married,student
p021555,A021923,5472906,27,associate degree,female,single,freelancer
p021556,A021924,4027316,40,associate degree,male,married,white-collar worker
p021557,A021925,2657408,19,high school,male,single,8
p021558,A021926,2486137,62,bachelor's degree,female,2,business owner
p021559,A021927,2657408,37,bachelor's degree,male,married,unemployed
p021560,A021930,3862507,24,associate degree,female,single,retired
p021561,A021931,3714628,67,associate degree,male,married,8
p021562,A021932,2947806,42,bachelor's degree,male,married,blue-collar worker
p021563,A021933,3581974,19,below high school,female,single,student
p021564,A021934,4175902,55,graduate degree or higher,female,2,other
p021565,A021935,1739462,31,associate degree,male,married,unemployed
p021566,A021936,1047286,73,high school,female,married,9
p021567,A021937,4693725,28,bachelor's degree,female,single,freelancer
p021568,A021938,3071954,46,associate degree,male,2,white-collar worker
p021569,A021939,3071954,38,high school,female,married,business owner
p021570,A021940,3862507,52,associate degree,female,married,unemployed
p021571,A021941,1265934,23,high school,male,single,blue-collar worker
p021572,A021942,1683509,67,bachelor's degree,female,2,9
p021573,A021943,1265934,31,associate degree,male,married,retired
p021574,A021944,1527806,45,below high school,female,married,white-collar worker
p021575,A021945,2793615,28,graduate degree or higher,male,single,freelancer
p021576,A021946,2046713,60,associate degree,male,married,other
p021577,A021947,2486137,19,below high school,female,single,student
p021578,A021948,2046713,38,high school,female,2,business owner
p021579,A021949,4175902,55,bachelor's degree,male,married,8
p021580,A021950,2046713,27,associate degree,female,single,retired
p021581,A021951,1265934,58,bachelor's degree,male,married,other
p021582,A021952,2657408,21,high school,male,single,white-collar worker
p021583,A021953,1683509,42,associate degree,female,2,freelancer
p021584,A021954,5472906,68,below high school,female,married,student
p021585,A021955,1398427,35,graduate degree or higher,male,married,unemployed
p021586,A021956,5286314,24,high school,female,single,blue-collar worker
p021587,A021957,1739462,53,associate degree,male,married,8
p021588,A021958,4381267,31,bachelor's degree,female,married,9
p021589,A021959,5286314,45,associate degree,male,2,business owner
p021590,A021960,2198345,24,associate degree,male,single,other
p021591,A021961,5472906,68,high school,female,married,freelancer
p021592,A021962,4381267,45,bachelor's degree,male,2,retired
p021593,A021963,2046713,19,below high school,female,single,9
p021594,A021964,4693725,52,associate degree,female,married,white-collar worker
p021595,A021965,4528071,33,graduate degree or higher,male,married,student
p021596,A021966,2486137,61,associate degree,female,2,business owner
p021597,A021967,2793615,28,high school,male,single,unemployed
p021598,A021968,3295718,40,bachelor's degree,female,married,blue-collar worker
p021599,A021969,4381267,75,below high school,male,married,8
p021600,A021970,4175902,42,associate degree,female,married,blue-collar worker
p021601,A021971,2793615,23,below high school,male,single,student
p021602,A021972,2367901,67,high school,male,2,8
p021603,A021973,5039472,31,bachelor's degree,female,married,retired
p021604,A021974,3071954,58,graduate degree or higher,female,married,other
p021605,A021975,4871609,26,associate degree,male,single,white-collar worker
p021606,A021976,2198345,74,bachelor's degree,female,married,9
p021607,A021977,4027316,19,below high school,female,single,freelancer
p021608,A021978,4693725,49,high school,male,married,unemployed
p021609,A021979,1047286,37,associate degree,male,2,business owner
p021610,A021980,2486137,22,associate degree,female,single,white-collar worker
p021611,A021981,2793615,45,bachelor's degree,male,married,other
p021612,A021982,3714628,68,high school,female,2,student
p021613,A021983,1047286,19,below high school,male,single,business owner
p021614,A021984,5472906,52,graduate degree or higher,female,married,9
p021615,A021985,5286314,75,below high school,male,2,student
p021616,A021986,4175902,29,high school,female,single,blue-collar worker
p021617,A021987,3581974,38,associate degree,male,married,retired
p021618,A021988,3071954,58,bachelor's degree,female,2,unemployed
p021619,A021989,3295718,31,associate degree,male,single,freelancer
p021620,A021990,1047286,28,associate degree,female,single,unemployed
p021621,A021991,2367901,72,bachelor's degree,male,married,9
p021622,A021992,4027316,45,bachelor's degree,female,married,blue-collar worker
p021623,A021993,1872056,22,high school,male,single,white-collar worker
p021624,A021994,2046713,61,associate degree,female,2,other
p021625,A021995,2657408,33,graduate degree or higher,male,married,business owner
p021626,A021996,3862507,19,below high school,female,single,student
p021627,A021997,3468205,52,associate degree,male,married,retired
p021628,A021998,1872056,38,high school,female,2,8
p021629,A021999,3862507,24,associate degree,male,single,freelancer
p021630,A022000,4528071,72,bachelor's degree,male,married,9
p021631,A022001,2793615,23,high school,female,single,retired
p021632,A022002,1527806,45,graduate degree or higher,male,2,blue-collar worker
p021633,A022003,1683509,28,associate degree,female,married,other
p021634,A022004,4027316,52,below high school,female,married,student
p021635,A022005,3186407,34,bachelor's degree,male,single,freelancer
p021636,A022006,1527806,19,below high school,female,single,white-collar worker
p021637,A022007,1265934,60,associate degree,male,married,business owner
p021638,A022008,1265934,41,high school,female,2,unemployed
p021639,A022009,1683509,66,graduate degree or higher,male,single,8
p021640,A022010,3862507,28,associate degree,male,single,blue-collar worker
p021641,A022011,3581974,72,high school,female,married,unemployed
p021642,A022012,3581974,45,graduate degree or higher,female,married,9
p021643,A022013,1527806,22,below high school,male,single,student
p021644,A022014,2367901,58,bachelor's degree,male,2,business owner
p021645,A022015,2046713,31,associate degree,female,married,retired
p021646,A022016,2198345,19,high school,female,single,other
p021647,A022017,5286314,67,associate degree,male,married,8
p021648,A022018,5472906,36,bachelor's degree,female,single,white-collar worker
p021649,A022019,1527806,50,graduate degree or higher,male,married,freelancer
p021650,A022020,2657408,23,associate degree,female,single,other
p021651,A022021,4528071,47,bachelor's degree,male,married,freelancer
p021652,A022022,1739462,68,below high school,female,2,student
p021653,A022023,3581974,31,associate degree,male,single,retired
p021654,A022024,3071954,55,graduate degree or higher,female,married,9
p021655,A022025,5286314,19,high school,male,single,unemployed
p021656,A022026,3071954,40,high school,female,married,blue-collar worker
p021657,A022027,3071954,28,associate degree,female,2,business owner
p021658,A022028,5472906,62,bachelor's degree,male,married,8
p021659,A022029,2367901,36,graduate degree or higher,male,single,white-collar worker
p021660,A022032,3862507,28,associate degree,female,single,blue-collar worker
p021661,A022033,3862507,55,bachelor's degree,male,married,other
p021662,A022034,5039472,42,associate degree,female,2,business owner
p021663,A022035,1683509,23,high school,male,single,white-collar worker
p021664,A022036,1265934,67,below high school,male,married,student
p021665,A022037,4027316,35,graduate degree or higher,female,married,9
p021666,A022038,5472906,19,below high school,male,single,unemployed
p021667,A022039,4175902,51,associate degree,female,married,retired
p021668,A022040,4871609,31,associate degree,female,single,freelancer
p021669,A022041,3295718,60,bachelor's degree,male,2,8
p021670,A022042,3468205,67,associate degree,female,married,other
p021671,A022043,1739462,28,bachelor's degree,male,single,freelancer
p021672,A022044,4175902,45,associate degree,male,married,retired
p021673,A022045,3714628,22,high school,female,single,white-collar worker
p021674,A022046,2657408,58,graduate degree or higher,female,2,8
p021675,A022047,3186407,33,below high school,male,married,student
p021676,A022048,4693725,19,below high school,female,single,9
p021677,A022049,4175902,51,bachelor's degree,male,married,unemployed
p021678,A022050,4027316,40,associate degree,female,married,blue-collar worker
p021679,A022051,4027316,24,associate degree,male,single,business owner
p021680,A022052,4381267,24,associate degree,male,single,other
p021681,A022053,2198345,67,below high school,female,2,white-collar worker
p021682,A022054,2793615,45,bachelor's degree,female,married,business owner
p021683,A022055,4381267,32,associate degree,male,married,retired
p021684,A022056,5472906,19,high school,female,single,9
p021685,A022057,3186407,58,associate degree,male,married,blue-collar worker
p021686,A022058,3468205,28,bachelor's degree,female,single,unemployed
p021687,A022059,1683509,73,high school,female,married,student
p021688,A022060,3295718,41,graduate degree or higher,male,2,freelancer
p021689,A022061,3714628,36,associate degree,male,married,8
p021690,A022062,2198345,24,associate degree,male,single,other
p021691,A022063,2367901,52,bachelor's degree,female,married,blue-collar worker
p021692,A022064,3071954,67,high school,male,2,9
p021693,A022065,1398427,31,associate degree,female,married,retired
p021694,A022066,1398427,19,below high school,male,single,student
p021695,A022067,2657408,45,graduate degree or higher,female,married,white-collar worker
p021696,A022068,5039472,28,associate degree,male,single,freelancer
p021697,A022069,1398427,60,high school,female,2,8
p021698,A022070,5472906,38,bachelor's degree,male,married,business owner
p021699,A022071,3071954,22,high school,female,single,unemployed
p021700,A022072,2486137,22,associate degree,female,single,8
p021701,A022073,3468205,58,bachelor's degree,male,married,freelancer
p021702,A022074,1683509,35,high school,female,married,retired
p021703,A022075,4871609,72,below high school,male,2,9
p021704,A022076,5286314,28,graduate degree or higher,male,single,unemployed
p021705,A022077,3468205,45,associate degree,female,married,blue-collar worker
p021706,A022078,2046713,19,below high school,female,single,student
p021707,A022079,2198345,52,high school,male,married,white-collar worker
p021708,A022080,4528071,31,bachelor's degree,female,2,other
p021709,A022081,2947806,67,associate degree,male,2,business owner
p021710,A022082,1047286,72,high school,female,married,8
p021711,A022083,2486137,28,bachelor's degree,male,single,freelancer
p021712,A022084,5286314,45,below high school,female,2,white-collar worker
p021713,A022085,2486137,22,associate degree,male,single,9
p021714,A022086,1047286,58,graduate degree or higher,female,married,retired
p021715,A022087,2657408,31,high school,female,married,other
p021716,A022088,2657408,19,below high school,male,single,student
p021717,A022089,2198345,67,associate degree,male,2,unemployed
p021718,A022090,3862507,36,bachelor's degree,female,married,blue-collar worker
p021719,A022091,3071954,52,graduate degree or higher,male,married,business owner
p021720,A022092,3862507,22,below high school,female,single,student
p021721,A022093,4175902,45,bachelor's degree,male,married,freelancer
p021722,A022094,2657408,68,associate degree,female,2,8
p021723,A022095,5472906,31,associate degree,male,single,retired
p021724,A022096,2367901,52,graduate degree or higher,female,married,unemployed
p021725,A022097,4528071,27,high school,female,single,blue-collar worker
p021726,A022098,1265934,38,associate degree,male,married,9
p021727,A022099,5039472,59,bachelor's degree,female,married,other
p021728,A022100,1872056,24,associate degree,male,single,white-collar worker
p021729,A022101,5472906,73,below high school,male,2,business owner
p021730,A022102,1872056,22,below high school,female,single,student
p021731,A022103,2947806,45,bachelor's degree,male,married,freelancer
p021732,A022104,4027316,67,high school,female,2,other
p021733,A022105,1683509,31,associate degree,male,single,retired
p021734,A022106,4027316,53,graduate degree or higher,female,married,8
p021735,A022107,2198345,19,below high school,male,single,white-collar worker
p021736,A022108,2367901,38,associate degree,female,married,unemployed
p021737,A022109,2198345,29,high school,male,single,blue-collar worker
p021738,A022110,4175902,61,bachelor's degree,female,2,9
p021739,A022111,2947806,26,associate degree,male,single,business owner
p021740,A022112,3186407,22,associate degree,female,single,white-collar worker
p021741,A022113,2198345,45,bachelor's degree,male,married,other
p021742,A022114,1398427,68,graduate degree or higher,female,2,9
p021743,A022115,1398427,29,associate degree,male,single,retired
p021744,A022116,3714628,33,high school,female,married,freelancer
p021745,A022117,2046713,56,below high school,male,married,blue-collar worker
p021746,A022118,3862507,19,below high school,female,single,student
p021747,A022119,3468205,41,associate degree,male,2,business owner
p021748,A022120,3862507,60,bachelor's degree,female,married,unemployed
p021749,A022121,4871609,26,high school,female,single,8
p021750,A022122,1872056,52,bachelor's degree,male,married,other
p021751,A022123,5039472,24,high school,female,single,white-collar worker
p021752,A022124,5472906,67,graduate degree or higher,female,2,9
p021753,A022125,1739462,33,associate degree,male,married,retired
p021754,A022126,1047286,19,below high school,male,single,student
p021755,A022127,3186407,45,associate degree,female,married,freelancer
p021756,A022128,1739462,29,bachelor's degree,female,single,8
p021757,A022129,3581974,58,high school,male,2,blue-collar worker
p021758,A022130,3581974,37,associate degree,female,married,unemployed
p021759,A022131,4175902,71,associate degree,male,married,business owner
p021760,A022134,3295718,28,associate degree,female,single,blue-collar worker
p021761,A022135,3862507,67,high school,male,2,8
p021762,A022136,1872056,45,bachelor's degree,female,married,retired
p021763,A022137,1683509,22,below high school,male,single,white-collar worker
p021764,A022138,1047286,52,graduate degree or higher,male,married,freelancer
p021765,A022139,4381267,33,high school,female,married,other
p021766,A022140,3714628,19,below high school,female,single,student
p021767,A022141,2486137,61,associate degree,male,married,9
p021768,A022142,3714628,38,bachelor's degree,female,2,unemployed
p021769,A022143,1047286,25,associate degree,male,single,business owner
p021770,A022144,1265934,25,associate degree,female,single,blue-collar worker
p021771,A022145,4175902,68,associate degree,male,2,9
p021772,A022146,1527806,42,high school,female,married,unemployed
p021773,A022147,1527806,31,bachelor's degree,male,married,8
p021774,A022148,1683509,55,graduate degree or higher,female,married,business owner
p021775,A022149,1265934,19,below high school,male,single,white-collar worker
p021776,A022150,2486137,36,associate degree,male,married,student
p021777,A022151,4871609,47,bachelor's degree,female,2,freelancer
p021778,A022152,4528071,61,high school,male,married,retired
p021779,A022153,3714628,28,associate degree,female,single,other
p021780,A022154,4027316,22,associate degree,female,single,unemployed
p021781,A022155,2657408,54,bachelor's degree,male,married,blue-collar worker
p021782,A022156,1739462,68,high school,female,2,8
p021783,A022157,3468205,31,associate degree,male,married,freelancer
p021784,A022158,3468205,19,below high school,female,single,9
p021785,A022159,4381267,45,graduate degree or higher,female,married,white-collar worker
p021786,A022160,5286314,27,associate degree,male,single,retired
p021787,A022161,1265934,60,bachelor's degree,male,2,other
p021788,A022162,2046713,38,high school,female,married,business owner
p021789,A022163,5286314,72,associate degree,female,married,student
p021790,A022164,4871609,52,bachelor's degree,female,married,other
p021791,A022165,2947806,24,associate degree,male,single,white-collar worker
p021792,A022166,2657408,68,below high school,male,2,student
p021793,A022167,5286314,33,high school,female,married,retired
p021794,A022168,2793615,19,below high school,male,single,9
p021795,A022169,2793615,45,graduate degree or higher,female,married,freelancer
p021796,A022170,4871609,29,bachelor's degree,male,single,unemployed
p021797,A022171,3862507,60,high school,female,married,blue-collar worker
p021798,A022172,4381267,38,associate degree,male,2,business owner
p021799,A022173,2657408,22,associate degree,female,single,8
p021800,A022174,4175902,24,associate degree,female,single,retired
p021801,A022175,1739462,67,high school,male,2,8
p021802,A022176,4175902,42,bachelor's degree,male,married,freelancer
p021803,A022177,5039472,31,associate degree,female,married,other
p021804,A022178,1872056,53,below high school,female,married,white-collar worker
p021805,A022179,2046713,29,graduate degree or higher,male,single,9
p021806,A022180,1265934,19,below high school,female,single,student
p021807,A022181,1265934,61,associate degree,male,2,unemployed
p021808,A022182,4528071,36,high school,female,married,business owner
p021809,A022183,3468205,48,bachelor's degree,male,married,blue-collar worker
p021810,A022184,4027316,24,associate degree,male,single,other
p021811,A022185,3186407,52,bachelor's degree,female,married,retired
p021812,A022186,5286314,67,high school,male,2,9
p021813,A022187,1872056,19,below high school,female,single,freelancer
p021814,A022188,4027316,45,associate degree,male,married,blue-collar worker
p021815,A022189,3071954,33,graduate degree or higher,female,single,8
p021816,A022190,3862507,58,below high school,female,2,white-collar worker
p021817,A022191,4175902,29,bachelor's degree,male,married,unemployed
p021818,A022192,2793615,71,high school,male,married,student
p021819,A022193,1683509,41,associate degree,female,married,business owner
p021820,A022194,1047286,22,below high school,male,single,student
p021821,A022195,1739462,45,bachelor's degree,female,married,business owner
p021822,A022196,4693725,68,high school,male,2,other
p021823,A022197,2657408,31,associate degree,female,married,blue-collar worker
p021824,A022198,2367901,19,below high school,male,single,retired
p021825,A022199,3714628,52,graduate degree or higher,female,married,unemployed
p021826,A022200,4381267,27,associate degree,male,single,white-collar worker
p021827,A022201,4381267,38,high school,female,2,freelancer
p021828,A022202,5472906,61,bachelor's degree,male,married,8
p021829,A022203,4693725,24,associate degree,female,single,9
p021830,A022204,3295718,24,associate degree,female,single,blue-collar worker
p021831,A022205,4528071,67,below high school,male,2,9
p021832,A022206,1739462,45,bachelor's degree,female,married,retired
p021833,A022207,1683509,31,associate degree,male,married,other
p021834,A022208,1527806,58,graduate degree or higher,female,married,freelancer
p021835,A022209,4381267,22,high school,male,single,student
p021836,A022210,1265934,39,below high school,female,2,white-collar worker
p021837,A022211,5286314,73,high school,male,married,8
p021838,A022212,3714628,28,bachelor's degree,female,single,unemployed
p021839,A022213,1683509,51,associate degree,male,married,business owner
p021840,A022214,5039472,22,high school,male,single,white-collar worker
p021841,A022215,4693725,45,bachelor's degree,female,married,business owner
p021842,A022216,2793615,68,below high school,male,2,student
p021843,A022217,3714628,29,associate degree,female,married,other
p021844,A022218,3295718,36,graduate degree or higher,male,married,unemployed
p021845,A022219,4693725,53,associate degree,female,married,blue-collar worker
p021846,A022220,4027316,19,below high school,male,single,9
p021847,A022221,4528071,61,bachelor's degree,female,2,freelancer
p021848,A022222,4693725,41,high school,male,married,retired
p021849,A022223,2046713,31,high school,female,single,8
p021850,A022224,4175902,45,associate degree,female,married,unemployed
p021851,A022225,3295718,28,bachelor's degree,male,single,blue-collar worker
p021852,A022226,2947806,67,high school,male,2,9
p021853,A022227,1739462,22,below high school,female,single,student
p021854,A022228,1872056,52,graduate degree or higher,female,married,8
p021855,A022229,1739462,31,associate degree,male,married,retired
p021856,A022230,3186407,19,high school,female,single,white-collar worker
p021857,A022231,2198345,38,bachelor's degree,male,married,other
p021858,A022232,2046713,60,associate degree,female,2,business owner
p021859,A022233,4693725,26,associate degree,male,single,freelancer
p021860,A022236,5286314,67,high school,female,married,unemployed
p021861,A022237,3071954,29,bachelor's degree,male,single,business owner
p021862,A022238,5472906,22,associate degree,male,single,student
p021863,A022239,1872056,54,graduate degree or higher,female,2,9
p021864,A022240,4871609,38,associate degree,male,married,blue-collar worker
p021865,A022241,5039472,19,below high school,female,single,retired
p021866,A022242,1872056,45,high school,male,married,other
p021867,A022243,3186407,31,associate degree,female,married,white-collar worker
p021868,A022244,3581974,72,below high school,female,2,8
p021869,A022245,3714628,26,bachelor's degree,male,single,freelancer
p021870,A022246,1872056,67,associate degree,female,married,other
p021871,A022247,2367901,24,associate degree,male,single,white-collar worker
p021872,A022248,2367901,42,bachelor's degree,female,2,freelancer
p021873,A022249,3714628,58,high school,male,married,retired
p021874,A022250,1398427,29,graduate degree or higher,female,married,8
p021875,A022251,4027316,33,below high school,male,married,student
p021876,A022252,1265934,19,below high school,female,single,9
p021877,A022253,5039472,51,high school,male,2,blue-collar worker
p021878,A022254,3581974,38,associate degree,female,married,unemployed
p021879,A022255,3862507,72,bachelor's degree,male,single,business owner
p021880,A022256,2486137,22,high school,male,single,other
p021881,A022257,3862507,67,associate degree,female,married,blue-collar worker
p021882,A022258,2793615,35,bachelor's degree,male,married,retired
p021883,A022259,1872056,19,below high school,female,single,student
p021884,A022260,4871609,58,graduate degree or higher,female,2,9
p021885,A022261,2198345,44,associate degree,male,married,business owner
p021886,A022262,2486137,28,associate degree,female,single,freelancer
p021887,A022263,5472906,73,high school,male,married,white-collar worker
p021888,A022264,1683509,31,bachelor's degree,male,2,8
p021889,A022265,4528071,52,bachelor's degree,female,married,unemployed
p021890,A022266,1683509,28,associate degree,male,single,freelancer
p021891,A022267,1527806,67,high school,female,married,8
p021892,A022268,2367901,45,bachelor's degree,female,married,white-collar worker
p021893,A022269,4528071,22,below high school,male,single,retired
p021894,A022270,4528071,58,graduate degree or higher,male,2,unemployed
p021895,A022271,3295718,33,associate degree,female,married,9
p021896,A022272,3468205,19,high school,female,single,student
p021897,A022273,3862507,74,below high school,male,married,other
p021898,A022274,3581974,41,bachelor's degree,female,married,business owner
p021899,A022275,2367901,52,high school,male,2,blue-collar worker
p021900,A022276,3714628,22,below high school,female,single,student
p021901,A022277,2793615,47,bachelor's degree,male,married,other
p021902,A022278,2657408,68,high school,female,2,freelancer
p021903,A022279,1398427,31,associate degree,male,single,retired
p021904,A022280,4027316,55,associate degree,female,married,blue-collar worker
p021905,A022281,3186407,19,below high school,male,single,white-collar worker
p021906,A022282,1739462,42,graduate degree or higher,female,married,8
p021907,A022283,4528071,26,associate degree,male,single,unemployed
p021908,A022284,2367901,60,high school,male,2,9
p021909,A022285,1265934,37,bachelor's degree,female,married,business owner
p021910,A022286,4175902,22,below high school,female,single,white-collar worker
p021911,A022287,2486137,67,high school,male,2,8
p021912,A022288,2657408,41,bachelor's degree,female,married,unemployed
p021913,A022289,2947806,29,graduate degree or higher,male,single,freelancer
p021914,A022290,2793615,53,associate degree,male,married,student
p021915,A022291,2367901,19,high school,female,single,9
p021916,A022292,2793615,35,associate degree,female,married,retired
p021917,A022293,3714628,72,below high school,male,married,other
p021918,A022294,2046713,46,bachelor's degree,female,2,business owner
p021919,A022295,4027316,31,associate degree,male,single,blue-collar worker
p021920,A022296,1527806,22,associate degree,male,single,student
p021921,A022297,3714628,67,high school,female,2,9
p021922,A022298,2657408,38,bachelor's degree,female,married,unemployed
p021923,A022299,1398427,45,graduate degree or higher,male,married,retired
p021924,A022300,2367901,19,below high school,female,single,blue-collar worker
p021925,A022301,1739462,52,associate degree,female,married,business owner
p021926,A022302,1872056,29,associate degree,male,single,freelancer
p021927,A022303,5472906,61,associate degree,male,2,other
p021928,A022304,4027316,33,high school,female,single,white-collar worker
p021929,A022305,4693725,40,bachelor's degree,male,married,8
p021930,A022306,2198345,62,associate degree,female,married,other
p021931,A022307,2657408,24,associate degree,male,single,blue-collar worker
p021932,A022308,5039472,45,bachelor's degree,male,2,retired
p021933,A022309,3714628,31,high school,female,married,white-collar worker
p021934,A022310,4381267,53,graduate degree or higher,female,married,8
p021935,A022311,2793615,22,below high school,male,single,9
p021936,A022312,1683509,38,associate degree,female,married,freelancer
p021937,A022313,2367901,67,associate degree,male,2,student
p021938,A022314,1527806,29,bachelor's degree,female,single,business owner
p021939,A022315,2367901,41,high school,male,married,unemployed
p021940,A022316,1265934,28,associate degree,female,single,retired
p021941,A022317,1739462,52,bachelor's degree,male,married,blue-collar worker
p021942,A022318,1527806,73,high school,female,2,unemployed
p021943,A022319,1047286,22,below high school,male,single,student
p021944,A022320,1265934,41,graduate degree or higher,female,married,other
p021945,A022321,1265934,35,associate degree,male,married,freelancer
p021946,A022322,3186407,19,below high school,female,single,9
p021947,A022323,4027316,66,associate degree,male,2,8
p021948,A022324,1872056,58,high school,female,married,white-collar worker
p021949,A022325,2486137,31,bachelor's degree,male,single,business owner
p021950,A022326,2486137,22,associate degree,female,single,other
p021951,A022327,2793615,58,high school,male,married,white-collar worker
p021952,A022328,1739462,35,bachelor's degree,male,married,freelancer
p021953,A022329,3862507,72,below high school,female,2,student
p021954,A022330,3071954,28,graduate degree or higher,female,single,9
p021955,A022331,4175902,45,associate degree,male,married,retired
p021956,A022332,3862507,19,below high school,male,single,8
p021957,A022333,1047286,63,associate degree,female,married,blue-collar worker
p021958,A022334,4027316,31,bachelor's degree,female,2,unemployed
p021959,A022335,1047286,50,high school,male,married,business owner
p021960,A022338,4528071,23,high school,male,single,other
p021961,A022339,1872056,58,bachelor's degree,female,married,blue-collar worker
p021962,A022340,5472906,32,associate degree,male,2,retired
p021963,A022341,1265934,71,below high school,female,married,9
p021964,A022342,3071954,19,below high school,female,single,student
p021965,A022343,1265934,45,graduate degree or higher,male,married,8
p021966,A022344,2947806,27,associate degree,female,single,white-collar worker
p021967,A022345,1265934,64,high school,male,2,business owner
p021968,A022346,2657408,36,bachelor's degree,female,married,unemployed
p021969,A022347,3714628,52,associate degree,male,married,freelancer
p021970,A022348,3862507,24,associate degree,female,single,unemployed
p021971,A022349,2046713,52,bachelor's degree,male,married,blue-collar worker
p021972,A022350,4528071,68,associate degree,female,2,8
p021973,A022351,3581974,31,high school,male,married,retired
p021974,A022352,3581974,19,below high school,female,single,student
p021975,A022353,1047286,45,graduate degree or higher,male,married,other
p021976,A022354,3581974,61,associate degree,female,married,freelancer
p021977,A022355,3862507,28,associate degree,male,single,white-collar worker
p021978,A022356,3468205,37,bachelor's degree,female,married,9
p021979,A022357,3581974,73,high school,male,2,business owner
p021980,A022358,3862507,72,high school,female,2,other
p021981,A022359,2793615,25,associate degree,male,single,retired
p021982,A022360,1683509,44,bachelor's degree,female,married,freelancer
p021983,A022361,2486137,19,below high school,male,single,9
p021984,A022362,5039472,56,associate degree,female,married,white-collar worker
p021985,A022363,4381267,31,graduate degree or higher,male,married,unemployed
p021986,A022364,3862507,67,high school,female,married,student
p021987,A022365,3862507,22,high school,female,single,8
p021988,A022366,4871609,38,associate degree,male,2,blue-collar worker
p021989,A022367,2657408,51,bachelor's degree,female,married,business owner
p021990,A022368,5039472,22,high school,male,single,white-collar worker
p021991,A022369,4528071,45,associate degree,female,married,retired
p021992,A022370,1739462,67,bachelor's degree,male,2,8
p021993,A022371,4871609,29,graduate degree or higher,female,married,freelancer
p021994,A022372,5039472,33,associate degree,male,single,unemployed
p021995,A022373,5039472,19,below high school,female,single,student
p021996,A022374,4693725,52,bachelor's degree,female,married,other
p021997,A022375,4027316,38,high school,male,married,business owner
p021998,A022376,2657408,24,associate degree,female,single,blue-collar worker
p021999,A022377,2657408,58,graduate degree or higher,male,2,9
p022000,A022378,3714628,24,associate degree,male,single,retired
p022001,A022379,2486137,58,bachelor's degree,female,married,8
p022002,A022380,1872056,33,associate degree,male,married,blue-collar worker
p022003,A022381,3714628,72,high school,female,2,student
p022004,A022382,3581974,19,below high school,female,single,9
p022005,A022383,2486137,45,graduate degree or higher,male,married,unemployed
p022006,A022384,2198345,29,associate degree,female,single,freelancer
p022007,A022385,5286314,52,bachelor's degree,male,2,white-collar worker
p022008,A022386,5472906,38,high school,female,married,business owner
p022009,A022387,4175902,65,associate degree,male,married,other
p022010,A022388,3186407,22,associate degree,male,single,white-collar worker
p022011,A022389,2046713,56,bachelor's degree,female,married,retired
p022012,A022390,5286314,71,high school,male,2,blue-collar worker
p022013,A022391,1683509,32,associate degree,female,married,other
p022014,A022392,5472906,45,bachelor's degree,male,married,freelancer
p022015,A022393,2367901,28,graduate degree or higher,female,single,8
p022016,A022394,1739462,19,below high school,male,single,student
p022017,A022395,5286314,63,high school,female,2,business owner
p022018,A022396,4693725,37,associate degree,male,married,9
p022019,A022397,5286314,51,below high school,female,married,unemployed
p022020,A022398,4871609,72,high school,female,married,8
p022021,A022399,3186407,24,associate degree,male,single,freelancer
p022022,A022400,4381267,45,bachelor's degree,female,2,retired
p022023,A022401,4027316,19,below high school,male,single,student
p022024,A022402,2793615,58,graduate degree or higher,female,married,unemployed
p022025,A022403,2793615,31,high school,male,married,blue-collar worker
p022026,A022404,1047286,66,associate degree,female,married,9
p022027,A022405,3295718,36,bachelor's degree,female,single,other
p022028,A022406,4381267,52,associate degree,male,2,business owner
